null,null,dbus_validate_path_APIName return TRUE if dbus_validate_path_APIParam_1 is valid,dbus_validate_path_APIName return TRUE if dbus_validate_path_APIParam_1 is valid,libdbus
null,null,dbus_validate_utf8_APIName return TRUE if dbus_validate_utf8_APIParam_1 is valid UTF-8,dbus_validate_utf8_APIName return TRUE if dbus_validate_utf8_APIParam_1 is valid UTF_8,libdbus
null,null,dbus_connection_can_send_type_APIName return TRUE if the dbus_connection_can_send_type_APIParam_2 may be send via the dbus_connection_can_send_type_APIParam_1,dbus_connection_can_send_type_APIName return TRUE if the dbus_connection_can_send_type_APIParam_2 may be send via the dbus_connection_can_send_type_APIParam_1,libdbus
null,null,dbus_connection_get_adt_audit_session_data_APIName return TRUE if audit dbus_connection_get_adt_audit_session_data_APIParam_2 is filled in with a valid ucred pointer,dbus_connection_get_adt_audit_session_data_APIName return TRUE if audit dbus_connection_get_adt_audit_session_data_APIParam_2 is filled in with a valid ucred pointer,libdbus
null,null,dbus_connection_get_is_anonymous_APIName return TRUE if not authenticated or authenticated as anonymous,dbus_connection_get_is_anonymous_APIName return TRUE if not authenticated or authenticated as anonymous,libdbus
null,null,dbus_connection_get_is_authenticated_APIName return TRUE if the dbus_connection_get_is_authenticated_APIParam_1 was ever authenticated,dbus_connection_get_is_authenticated_APIName return TRUE if the dbus_connection_get_is_authenticated_APIParam_1 was ever authenticated,libdbus
null,null,dbus_connection_get_is_connected_APIName return TRUE if the dbus_connection_get_is_connected_APIParam_1 is still alive,dbus_connection_get_is_connected_APIName return TRUE if the dbus_connection_get_is_connected_APIParam_1 is still alive,libdbus
null,null,dbus_connection_get_socket_APIName return TRUE if dbus_connection_get_socket_APIParam_2 is successfully obtained,dbus_connection_get_socket_APIName return TRUE if dbus_connection_get_socket_APIParam_2 is successfully obtained,libdbus
null,null,dbus_connection_get_unix_fd_APIName return TRUE if dbus_connection_get_unix_fd_APIParam_2 is successfully obtained,dbus_connection_get_unix_fd_APIName return TRUE if dbus_connection_get_unix_fd_APIParam_2 is successfully obtained,libdbus
null,null,dbus_connection_get_unix_process_id_APIName return TRUE if uid is filled in with a valid process ID,dbus_connection_get_unix_process_id_APIName return TRUE if dbus_connection_get_unix_process_id_APIParam_2 is filled in with a valid dbus_connection_get_unix_process_id_APIParam_2,libdbus
null,null,dbus_connection_get_unix_user_APIName return TRUE if dbus_connection_get_unix_user_APIParam_2 is filled in with a valid user ID,dbus_connection_get_unix_user_APIName return TRUE if dbus_connection_get_unix_user_APIParam_2 is filled in with a valid dbus_connection_get_unix_user_APIParam_2,libdbus
null,null,dbus_connection_has_messages_to_send_APIName return TRUE if the outgoing queue is non-empty,dbus_connection_has_messages_to_send_APIName return TRUE if the outgoing queue is non_empty,libdbus
null,null,dbus_connection_list_registered_APIName return FALSE if no memory to allocate the child entries,dbus_connection_list_registered_APIName return FALSE if no memory to allocate the dbus_connection_list_registered_APIParam_3,libdbus
null,null,dbus_connection_get_windows_user_APIName return TRUE if user is available (returned value may be NULL anyway if no memory,dbus_connection_get_windows_user_APIName return TRUE if user is available (returned value may be NULL anyway if no memory,libdbus
null,null,dbus_connection_read_write_APIName return TRUE if still connected,dbus_connection_read_write_APIName return TRUE if still connected,libdbus
null,null,dbus_connection_read_write_dispatch_APIName return TRUE if the disconnect message has not been processed,dbus_connection_read_write_dispatch_APIName return TRUE if the disconnect message has not been processed,libdbus
null,null,dbus_connection_register_fallback_APIName return FALSE if an error  occured,dbus_connection_register_fallback_APIName return FALSE if an error  occured,libdbus
null,null,dbus_connection_register_object_path_APIName return FALSE if an error  ocurred,dbus_connection_register_object_path_APIName return FALSE if an error  ocurred,libdbus
null,null,dbus_connection_set_data_APIName return TRUE if there was enough memory to store the dbus_connection_set_data_APIParam_3,dbus_connection_set_data_APIName return TRUE if there was enough memory to store the dbus_connection_set_data_APIParam_3,libdbus
null,null,dbus_connection_try_register_fallback_APIName return FALSE if an dbus_connection_try_register_fallback_APIParam_5  is reported,dbus_connection_try_register_fallback_APIName return FALSE if an dbus_connection_try_register_fallback_APIParam_5  is reported,libdbus
null,null,dbus_connection_try_register_object_path_APIName return FALSE if an dbus_connection_try_register_object_path_APIParam_5  is reported,dbus_connection_try_register_object_path_APIName return FALSE if an dbus_connection_try_register_object_path_APIParam_5  is reported,libdbus
null,null,"dbus_bus_name_has_owner_APIName return TRUE if the dbus_bus_name_has_owner_APIParam_2 exists, FALSE if not or on dbus_bus_name_has_owner_APIParam_3","dbus_bus_name_has_owner_APIName return TRUE if the dbus_bus_name_has_owner_APIParam_2 exists, FALSE if not or on dbus_bus_name_has_owner_APIParam_3",libdbus
null,null,"dbus_bus_start_service_by_name_APIName return TRUE if the activation succeeded, FALSE if not","dbus_bus_start_service_by_name_APIName return TRUE if the activation succeeded, FALSE if not",libdbus
null,null,dbus_timeout_get_enabled_APIName return TRUE if the dbus_timeout_get_enabled_APIParam_1 is enabled,dbus_timeout_get_enabled_APIName return TRUE if the dbus_timeout_get_enabled_APIParam_1 is enabled,libdbus
null,null,dbus_timeout_handle_APIName return FALSE if there wasn't enough memory,dbus_timeout_handle_APIName return FALSE if there wasn't enough memory,libdbus
null,null,dbus_watch_get_enabled_APIName return TRUE if the dbus_watch_get_enabled_APIParam_1 is enabled,dbus_watch_get_enabled_APIName return TRUE if the dbus_watch_get_enabled_APIParam_1 is enabled,libdbus
null,null,dbus_watch_handle_APIName return FALSE if there wasn't enough memory,dbus_watch_handle_APIName return FALSE if there wasn't enough memory,libdbus
null,null,dbus_move_error_APIParam_2 may not contain an existing error,dbus_move_error_APIParam_2 may not contain an existing error,libdbus
null,null,Both dbus_move_error_APIParam_1 and dbus_move_error_APIParam_2 must be initialized,Both dbus_move_error_APIParam_1 and dbus_move_error_APIParam_2 must be initialized,libdbus
null,null,dbus_move_error_APIParam_2 is the destination error or NULL,dbus_move_error_APIParam_2 is the dbus_move_error_APIParam_2 or NULL,libdbus
null,null,dbus_move_error_APIParam_1 is the source error,dbus_move_error_APIParam_1 is the dbus_move_error_APIParam_1,libdbus
if it is set at some point,if it is set at some point,the dbus_error_init_APIParam_1 only needs to be freed,the dbus_error_init_APIParam_1 only needs to be freed,libdbus
null,null,It will not hurt you,It will not hurt you,libdbus
null,null,"The dbus_set_error_APIParam_3 may be NULL , which means a default message will be deduced from the dbus_set_error_APIParam_2","The dbus_set_error_APIParam_3 may be NULL , which means a default message will be deduced from the dbus_set_error_APIParam_2",libdbus
null,null,"The dbus_set_error_const_APIParam_3 may be NULL , which means a default dbus_set_error_const_APIParam_3 will be deduced from the dbus_set_error_const_APIParam_2","The dbus_set_error_const_APIParam_3 may be NULL , which means a default dbus_set_error_const_APIParam_3 will be deduced from the dbus_set_error_const_APIParam_2",libdbus
null,null,dbus_set_error_const_APIParam_1 is the dbus_set_error_const_APIParam_1 or NULL,dbus_set_error_const_APIParam_1 is the dbus_set_error_const_APIParam_1 or NULL,libdbus
null,null,"You probably want dbus_set_error_APIName instead , in most cases","You probably want dbus_set_error_APIName instead , in most cases",libdbus
null,null,"The default dbus_set_error_const_APIParam_3 will be totally useless , though , so using a NULL dbus_set_error_const_APIParam_3 is not recommended","The default dbus_set_error_const_APIParam_3 will be totally useless , though , so using a NULL dbus_set_error_const_APIParam_3 is not recommended",libdbus
null,null,you must ensure the dbus_set_error_const_APIParam_2 and dbus_set_error_const_APIParam_3 are global data that will not be freed,you must ensure the dbus_set_error_const_APIParam_2 and dbus_set_error_const_APIParam_3 are global data that will not be freed,libdbus
null,null,Guaranteed to return NULL if dbus_malloc_APIParam_1 is zero on all platforms,Guaranteed to return NULL if dbus_malloc_APIParam_1 is zero on all platforms,libdbus
null,null,Guaranteed to return NULL if dbus_malloc0_APIParam_1 is zero on all platforms,Guaranteed to return NULL if dbus_malloc0_APIParam_1 is zero on all platforms,libdbus
If passed,If passed,"NULL , does nothing","NULL , does nothing",libdbus
If passed,If passed,"NULL , does nothing","NULL , does nothing",libdbus
If passed,If passed,"NULL , does nothing","NULL , does nothing",libdbus
If passed,If passed,"NULL , does nothing","NULL , does nothing",libdbus
null,null,Frees a NULL - terminated array of strings,Frees a NULL _ terminated dbus_free_string_array_APIParam_1 of dbus_free_string_array_APIParam_1,libdbus
null,null,"dbus_malloc_APIName return allocated memory, or NULL if the allocation fails","dbus_malloc_APIName return allocated memory, or NULL if the allocation fails",libdbus
null,null,"dbus_malloc0_APIName return allocated memory, or NULL if the allocation fails","dbus_malloc0_APIName return allocated memory, or NULL if the allocation fails",libdbus
null,null,dbus_malloc_APIName memory is NOT safe to free with regular free_APIName from the C library,dbus_malloc_APIName memory is NOT safe to free with regular free_APIName from the C library,libdbus
null,null,dbus_malloc0_APIName memory is NOT safe to free with regular free_APIName from the C library,dbus_malloc0_APIName memory is NOT safe to free with regular free_APIName from the C library,libdbus
null,null,Free it with dbus_free_APIName only,Free it with dbus_free_APIName only,libdbus
if the allocation fails,if the allocation fails,Returns NULL,Returns NULL,libdbus
if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,Returns NULL,Returns NULL,libdbus
if the resize fails,if the dbus_realloc_APIParam_2 fails,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if the allocation fails,if the allocation fails,Returns NULL,Returns NULL,libdbus
if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,Returns NULL,Returns NULL,libdbus
if the resize fails,if the dbus_realloc_APIParam_2 fails,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if the allocation fails,if the allocation fails,Returns NULL,Returns NULL,libdbus
if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,Returns NULL,Returns NULL,libdbus
if the resize fails,if the dbus_realloc_APIParam_2 fails,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if the allocation fails,if the allocation fails,Returns NULL,Returns NULL,libdbus
if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,Returns NULL,Returns NULL,libdbus
if the resize fails,if the dbus_realloc_APIParam_2 fails,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if the allocation fails,if the allocation fails,Returns NULL,Returns NULL,libdbus
if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,Returns NULL,Returns NULL,libdbus
if the resize fails,if the dbus_realloc_APIParam_2 fails,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if the allocation fails,if the allocation fails,Returns NULL,Returns NULL,libdbus
if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,Returns NULL,Returns NULL,libdbus
if the resize fails,if the dbus_realloc_APIParam_2 fails,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if the allocation fails,if the allocation fails,Returns NULL,Returns NULL,libdbus
if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,Returns NULL,Returns NULL,libdbus
if the resize fails,if the dbus_realloc_APIParam_2 fails,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if the allocation fails,if the allocation fails,Returns NULL,Returns NULL,libdbus
if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,Returns NULL,Returns NULL,libdbus
if the resize fails,if the dbus_realloc_APIParam_2 fails,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if the allocation fails,if the allocation fails,Returns NULL,Returns NULL,libdbus
if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,if the allocation fails.dbus_malloc0_APIParam_0 must be released with dbus_free_APIName,Returns NULL,Returns NULL,libdbus
if the resize fails,if the dbus_realloc_APIParam_2 fails,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if none,if none,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
if memory can not be allocated for the message,if memory can not be allocated for the message,Returns NULL,Returns NULL,libdbus
null,null,Guaranteed to free the dbus_realloc_APIParam_1 and return NULL if dbus_realloc_APIParam_2 is zero on all platforms,Guaranteed to free the dbus_realloc_APIParam_1 and return NULL if dbus_realloc_APIParam_2 is zero on all platforms,libdbus
null,null,"dbus_realloc_APIName return allocated dbus_realloc_APIParam_1, or NULL if the resize fails","dbus_realloc_APIName return allocated dbus_realloc_APIParam_1, or NULL if the dbus_realloc_APIParam_2 fails",libdbus
null,null,You MUST free all memory and release all reference counts returned to you by libdbus prior to calling dbus_shutdown_APIName,You MUST free all memory and release all reference counts returned to you by libdbus prior to calling dbus_shutdown_APIName,libdbus
null,null,dbus_get_local_machine_id_APIParam_0 must be freed with dbus_free_APIName,dbus_get_local_machine_id_APIParam_0 must be freed with dbus_free_APIName,libdbus
null,null,dbus_try_get_local_machine_id_APIParam_0 must be freed with dbus_free_APIName,dbus_try_get_local_machine_id_APIParam_0 must be freed with dbus_free_APIName,libdbus
null,null,"You can not continue to use any D-Bus objects , such as connections , that were allocated prior to dbus_shutdown_APIName","You can not continue to use any dbus_shutdown_APIParam_1 , such as connections , that were allocated prior to dbus_shutdown_APIName",libdbus
null,null,The purpose of dbus_shutdown_APIName is to allow applications to get clean output from memory leak checkers,The purpose of dbus_shutdown_APIName is to allow applications to call dbus_timeout_get_interval_APIName with dbus_timeout_get_interval_APIParam_1 from memory leak checkers,libdbus
null,null,"dbus_get_version_APIParam_1 is pointer to return the major version, or NULL","dbus_get_version_APIParam_1 is pointer to return the major version, or NULL",libdbus
while NO other threads are using D-Bus,while NO other threads are using D_Bus,"dbus_shutdown_APIName is NOT thread safe , it must be called","dbus_shutdown_APIName is NOT thread safe , it must be called",libdbus
null,null,"Returns a 32-byte-long hex-encoded UUID string , or NULL on failure","Returns a 32_byte_long hex_encoded UUID string , or NULL on failure",libdbus
null,null,"Returns a 32-byte-long hex-encoded UUID string , or NULL on failure","Returns a 32_byte_long hex_encoded UUID string , or NULL on failure",libdbus
null,null,"Returns a 32-byte-long hex-encoded UUID string , or NULL on failure","Returns a 32_byte_long hex_encoded UUID string , or NULL on failure",libdbus
null,null,"Returns a 32-byte-long hex-encoded UUID string , or NULL on failure","Returns a 32_byte_long hex_encoded UUID string , or NULL on failure",libdbus
null,null,"dbus_get_version_APIParam_3 is pointer to return the micro version, or NULL","dbus_get_version_APIParam_3 is pointer to return the micro version, or NULL",libdbus
null,null,"dbus_get_version_APIParam_2 is pointer to return the minor version, or NULL","dbus_get_version_APIParam_2 is pointer to return the minor version, or NULL",libdbus
null,null,You have to know that nobody is using libdbus in your application process before you can call dbus_shutdown_APIName,You have to know that nobody is using libdbus in your application process before you can call dbus_shutdown_APIName,libdbus
null,null,This is because we can not rely on internal implementation details of the underlying libc library,This is because we can not rely on internal implementation details of the underlying libc library,libdbus
null,null,"There is absolutely no requirement to call dbus_shutdown_APIName - in fact , most applications will not bother and should not feel guilty","There is absolutely no requirement to call dbus_shutdown_APIName _ in fact , most applications will not bother and should not feel guilty",libdbus
null,null,The MINOR is an odd number for development releases and an even number for stable releases,The MINOR is an odd number for development releases and an even number for stable releases,libdbus
null,null,"dbus_get_local_machine_id_APIName returns NULL if there was not enough memory to read the UUID, or if the UUID could not be read because the D-Bus library was installed incorrectly","dbus_get_local_machine_id_APIName returns NULL if there was not enough memory to read the UUID, or if the UUID could not be read because the dbus_get_local_machine_id_APIParam_1 was installed incorrectly",libdbus
