null,null,The callback function should normally return SQLITE_OK_APIConstant,The callback function should normally return SQLITE_OK_APIConstant,sqlite
null,null,Callback implementations should return zero to ensure future compatibility,Callback implementations should return zero to ensure future compatibility,sqlite
null,null,Applications must always be prepared to encounter a NULL pointer in any of the third through the sixth parameters of the authorization callback,Applications must always be prepared to encounter a NULL pointer in any of the third through the sixth parameters of the authorization callback,sqlite
null,null,"The authorizer callback should return SQLITE_OK_APIConstant to allow the action, SQLITE_IGNORE_APIConstant to disallow the specific action but allow the SQL statement to continue to be compiled, or SQLITE_DENY_APIConstant to cause the entire SQL statement to be rejected with an error","The authorizer callback should return SQLITE_OK_APIConstant to allow the action, SQLITE_IGNORE_APIConstant to disallow the specific action but allow the SQL statement to continue to be compiled, or SQLITE_DENY_APIConstant to cause the entire SQL statement to be rejected with an error",sqlite
null,null,Applications must not used the pointer returned by sqlite3_str_value_APIName after any subsequent method call on the same object,Applications must not used the pointer returned by sqlite3_str_value_APIName after any subsequent method call on the same object,sqlite
null,null,Applications that invoke sqlite3_create_collation_v2_APIName with a non-NULL xDestroy argument should check the return code and dispose of the application data pointer themselves rather than expecting SQLite to deal with it for them,Applications that invoke sqlite3_create_collation_v2_APIName with a non_NULL xDestroy argument should check the return code and dispose of the application data pointer themselves rather than expecting SQLite to deal with it for them,sqlite
null,null,sqlite3_uri_parameter_APIName returns NULL and sqlite3_uri_boolean_APIName returns B,sqlite3_uri_parameter_APIName returns NULL and sqlite3_uri_boolean_APIName returns B,sqlite
null,null,"The sqlite3_uri_boolean_APIName routine returns true if the value of query parameter sqlite3_uri_boolean_APIParam_2 is one of ""yes"", ""true"", or ""on"" in any case or if the value begins with a non-zero number","The sqlite3_uri_boolean_APIName routine returns true if the value of query parameter sqlite3_uri_boolean_APIParam_2 is one of ""yes"", ""true"", or ""on"" in any case or if the value begins with a non_zero number",sqlite
null,null,the value returned is unpredictable and not meaningful,the value returned is unpredictable and not meaningful,sqlite
null,null,the value returned is unpredictable and not meaningful,the value returned is unpredictable and not meaningful,sqlite
null,null,"The collating function must return an integer that is negative, zero, or positive","The collating function must return an integer that is negative, zero, or positive",sqlite
null,null,zero is returned by sqlite3_uri_int64_APIName,zero is returned by sqlite3_uri_int64_APIName,sqlite
null,null,SQLITE_NOMEM_APIConstant is returned by sqlite3_bind_value_APIName if malloc_APIName fails,SQLITE_NOMEM_APIConstant is returned by sqlite3_bind_value_APIName if malloc_APIName fails,sqlite
null,null,SQLITE_RANGE_APIConstant is returned by sqlite3_bind_text_APIName ,SQLITE_RANGE_APIConstant is returned by sqlite3_bind_text_APIName,sqlite
null,null,SQLITE_ERROR_APIConstant is returned by sqlite3_snapshot_open_APIName,SQLITE_ERROR_APIConstant is returned by sqlite3_snapshot_open_APIName,sqlite
null,null,A zero is returned by sqlite3_bind_parameter_index_APIName,A zero is returned by sqlite3_bind_parameter_index_APIName,sqlite
null,null,SQLITE_ERROR_APIConstant is returned by sqlite3_snapshot_get_APIName,SQLITE_ERROR_APIConstant is returned by sqlite3_snapshot_get_APIName,sqlite
null,null,SQLITE_LOCKED_APIConstant is returned by sqlite3_unlock_notify_APIName,SQLITE_LOCKED_APIConstant is returned by sqlite3_unlock_notify_APIName,sqlite
null,null,SQLITE_BUSY_APIConstant is returned by sqlite3_wal_checkpoint_v2_APIName,SQLITE_BUSY_APIConstant is returned by sqlite3_wal_checkpoint_v2_APIName,sqlite
null,null,SQLITE_OK_APIConstant is returned by sqlite3_wal_checkpoint_v2_APIName,SQLITE_OK_APIConstant is returned by sqlite3_wal_checkpoint_v2_APIName,sqlite
null,null,SQLITE_NOMEM_APIConstant is returned by sqlite3_complete16_APIName,SQLITE_NOMEM_APIConstant is returned by sqlite3_complete16_APIName,sqlite
null,null,SQLITE_OK_APIConstant is returned by sqlite3_open_APIName,SQLITE_OK_APIConstant is returned by sqlite3_open_APIName,sqlite
null,null,then SQLITE_ERROR_APIConstant is returned by sqlite3_file_control_APIName,then SQLITE_ERROR_APIConstant is returned by sqlite3_file_control_APIName,sqlite
null,null,The sqlite3_mutex_notheld_APIName interface should also return 1 when given a NULL pointer,The sqlite3_mutex_notheld_APIName interface should also return 1 when given a NULL pointer,sqlite
null,null,These routines should return true,These routines should return true,sqlite
null,null,the routine should return 1,the routine should return 1,sqlite
null,null,The sqlite3_value_dup_APIName interface returns NULL if sqlite3_value_dup_APIParam_1 is NULL or if a memory allocation fails,The sqlite3_value_dup_APIName interface returns NULL if sqlite3_value_dup_APIParam_1 is NULL or if a memory allocation fails,sqlite
null,null,sqlite3_next_stmt_APIName returns NULL,sqlite3_next_stmt_APIName returns NULL,sqlite
null,null,sqlite3_column_database_name_APIName sqlite3_column_database_name16_APIName sqlite3_column_table_name_APIName sqlite3_column_table_name16_APIName sqlite3_column_origin_name_APIName sqlite3_column_origin_name16_APIName return NULL,sqlite3_column_database_name_APIName sqlite3_column_database_name16_APIName sqlite3_column_table_name_APIName sqlite3_column_table_name16_APIName sqlite3_column_origin_name_APIName sqlite3_column_origin_name16_APIName return NULL,sqlite
null,null,sqlite3_realloc_APIName returns NULL,sqlite3_realloc_APIName returns NULL,sqlite
null,null,The sqlite3_expanded_sql_APIName interface returns NULL ,The sqlite3_expanded_sql_APIName interface returns NULL,sqlite
null,null,The sqlite3_mutex_alloc_APIName routine returns NULL,The sqlite3_mutex_alloc_APIName routine returns NULL,sqlite
null,null,sqlite3_uri_boolean_APIName returns (B!=0).,sqlite3_uri_boolean_APIName returns (B!=0,sqlite
null,null,sqlite3_value_frombind_APIName returns zero,sqlite3_value_frombind_APIName returns zero,sqlite
null,null,sqlite3_column_bytes_APIName returns zero,sqlite3_column_bytes_APIName returns zero,sqlite
null,null,sqlite3_column_bytes16_APIName returns zero,sqlite3_column_bytes16_APIName returns zero,sqlite
null,null,sqlite3_finalize_APIName returns SQLITE_OK_APIConstant,sqlite3_finalize_APIName returns SQLITE_OK_APIConstant,sqlite
null,null,The sqlite3_strglob_APIName interface returns zero,The sqlite3_strglob_APIName interface returns zero,sqlite
null,null,The sqlite3_stmt_readonly_APIName interface returns true,The sqlite3_stmt_readonly_APIName interface returns true,sqlite
null,null,The sqlite3_strlike_APIName interface returns zero,The sqlite3_strlike_APIName interface returns zero,sqlite
null,null,sqlite3_blob_write_APIName returns SQLITE_OK_APIConstant,sqlite3_blob_write_APIName returns SQLITE_OK_APIConstant,sqlite
null,null,sqlite3_config_APIName returns SQLITE_OK_APIConstant,sqlite3_config_APIName returns SQLITE_OK_APIConstant,sqlite
null,null,The sqlite3_data_count_APIName routine also returns 0 ,The sqlite3_data_count_APIName routine also returns 0,sqlite
null,null,The sqlite3_data_count_APIName routine returns 0 ,The sqlite3_data_count_APIName routine returns 0,sqlite
null,null,The sqlite3_cancel_auto_extension_APIName routine returns 0,The sqlite3_cancel_auto_extension_APIName routine returns 0,sqlite
null,null,The sqlite3_cancel_auto_extension_APIName routine returns 1,The sqlite3_cancel_auto_extension_APIName routine returns 1,sqlite
null,null,sqlite3_data_count_APIName returns 0,sqlite3_data_count_APIName returns 0,sqlite
null,null,This routine returns SQLITE_OK_APIConstant,This routine returns SQLITE_OK_APIConstant,sqlite
null,null,"The sqlite3_db_readonly_APIName interface returns 1 if the database sqlite3_db_readonly_APIParam_2 of connection sqlite3_db_readonly_APIParam_1 is read-only, 0 if it is read/write, or -1 if sqlite3_db_readonly_APIParam_2 is not the name of a database on connection sqlite3_db_readonly_APIParam_1","The sqlite3_db_readonly_APIName interface returns 1 if the sqlite3_db_readonly_APIParam_1 sqlite3_db_readonly_APIParam_2 of connection sqlite3_db_readonly_APIParam_1 is read_only, 0 if it is read/write, or _1 if sqlite3_db_readonly_APIParam_2 is not the name of a sqlite3_db_readonly_APIParam_1 on connection sqlite3_db_readonly_APIParam_1",sqlite
null,null,sqlite3_last_insert_rowid_APIName returns zero,sqlite3_last_insert_rowid_APIName returns zero,sqlite
null,null,The sqlite3_stmt_busy_APIName interface returns false,The sqlite3_stmt_busy_APIName interface returns false,sqlite
null,null,The sqlite3_stmt_isexplain_APIName interface returns 0 ,The sqlite3_stmt_isexplain_APIName interface returns 0,sqlite
null,null,The sqlite3_stmt_busy_APIName interface returns true,The sqlite3_stmt_busy_APIName interface returns true,sqlite
null,null,The sqlite3_stmt_isexplain_APIName interface returns 1,The sqlite3_stmt_isexplain_APIName interface returns 1,sqlite
null,null,The sqlite3_table_column_metadata_APIName interface returns SQLITE_ERROR_APIConstant and if the specified column does not exist,The sqlite3_table_column_metadata_APIName interface returns SQLITE_ERROR_APIConstant and if the specified sqlite3_table_column_metadata_APIParam_4 does not exist,sqlite
null,null,sqlite3_complete_APIName and sqlite3_complete16_APIName return 0,sqlite3_complete_APIName and sqlite3_complete16_APIName return 0,sqlite
null,null,These routines return 1,These routines return 1,sqlite
null,null,sqlite3_msize_APIName returns zero,sqlite3_msize_APIName returns zero,sqlite
null,null,The sqlite3_keyword_name_APIName routine returns SQLITE_OK_APIConstant if sqlite3_keyword_name_APIParam_1 is within bounds and SQLITE_ERROR_APIConstant if not,The sqlite3_keyword_name_APIName routine returns SQLITE_OK_APIConstant if sqlite3_keyword_name_APIParam_1 is within bounds and SQLITE_ERROR_APIConstant if not,sqlite
null,null,The sqlite3_keyword_check_APIName returning zero ,The sqlite3_keyword_check_APIName returning zero,sqlite
null,null,The sqlite3_preupdate_depth_APIName interface returns 0 ,The sqlite3_preupdate_depth_APIName interface returns 0,sqlite
null,null,The sqlite3_preupdate_depth_APIName interface returns 1,The sqlite3_preupdate_depth_APIName interface returns 1,sqlite
null,null,The sqlite3_preupdate_depth_APIName interface returns 2,The sqlite3_preupdate_depth_APIName interface returns 2,sqlite
null,null,The sqlite3_uri_boolean_APIName routines returns false ,The sqlite3_uri_boolean_APIName routines returns false,sqlite
null,null,sqlite3_reset_APIName returns SQLITE_OK_APIConstant,sqlite3_reset_APIName returns SQLITE_OK_APIConstant,sqlite
null,null,a NULL pointer is returned by sqlite3_vfs_find_APIName,a NULL pointer is returned by sqlite3_vfs_find_APIName,sqlite
null,null,a NULL pointer is returned by sqlite3_column_name_APIName,a NULL pointer is returned by sqlite3_column_name_APIName,sqlite
null,null,a NULL pointer is returned by sqlite3_column_decltype16_APIName,a NULL pointer is returned by sqlite3_column_decltype16_APIName,sqlite
null,null,subsequent calls to sqlite3_value_type_APIName might return SQLITE_TEXT_APIConstant,subsequent calls to sqlite3_value_type_APIName might return SQLITE_TEXT_APIConstant,sqlite
null,null,"The sqlite3_str_errcode_APIName method returns SQLITE_NOMEM_APIConstant following any out-of-memory error, or SQLITE_TOOBIG_APIConstant if the size of the dynamic string exceeds SQLITE_MAX_LENGTH, or SQLITE_OK_APIConstant if there have been no errors","The sqlite3_str_errcode_APIName method returns SQLITE_NOMEM_APIConstant following any out_of_memory error, or SQLITE_TOOBIG_APIConstant if the size of the dynamic sqlite3_str_errcode_APIParam_1 exceeds SQLITE_MAX_LENGTH, or SQLITE_OK_APIConstant if there have been no errors",sqlite
null,null," sqlite3_value_pointer_APIName will return the pointer P. Otherwise, sqlite3_value_pointer_APIName returns a NULL"," sqlite3_value_pointer_APIName will return the pointer P. Otherwise, sqlite3_value_pointer_APIName returns a NULL",sqlite
null,null,"The sqlite3_win32_set_directory interface returns SQLITE_OK_APIConstant to indicate success, SQLITE_ERROR_APIConstant if the sqlite3_win32_set_directory_APIParam_1 is unsupported, or SQLITE_NOMEM_APIConstant if memory could not be allocated","The sqlite3_win32_set_directory interface returns SQLITE_OK_APIConstant to indicate success, SQLITE_ERROR_APIConstant if the sqlite3_win32_set_directory_APIParam_1 is unsupported, or SQLITE_NOMEM_APIConstant if memory could not be allocated",sqlite
null,null,The sqlite3_bind_ routines return SQLITE_OK_APIConstant on success or an error code if anything goes wrong,The sqlite3_bind_ routines return SQLITE_OK_APIConstant on success or an error code if anything goes wrong,sqlite
null,null,then the call will return SQLITE_MISUSE_APIConstant .,then the call will return SQLITE_MISUSE_APIConstant,sqlite
null,null, no additional attempts are made to access the database and SQLITE_BUSY_APIConstant is returned by sqlite3_busy_handler_APIName to the application, no additional attempts are made to access the database and SQLITE_BUSY_APIConstant is returned by sqlite3_busy_handler_APIName to the application,sqlite
null,null,The return value from sqlite3_column_blob_APIName for a zero-length BLOB is a NULL pointer,The return value from sqlite3_column_blob_APIName for a zero_length BLOB is a NULL pointer,sqlite
null,null,The underlying xFileControl method might also return SQLITE_ERROR_APIConstant,The underlying sqlite3_file_control_APIParam_2 might also return SQLITE_ERROR_APIConstant,sqlite
null,null,the value returned by sqlite3_snapshot_cmp_APIName is undefined,the value returned by sqlite3_snapshot_cmp_APIName is undefined,sqlite
null,null,the values returned by sqlite3_status_APIName are undefined,the values returned by sqlite3_status_APIName are undefined,sqlite
null,null,sqlite3_db_filename_APIName will return either a NULL pointer or an empty string,sqlite3_db_filename_APIName will return either a NULL pointer or an empty string,sqlite
null,null,"In the legacy interface, the return value will be either SQLITE_BUSY_APIConstant, SQLITE_DONE_APIConstant, SQLITE_ROW_APIConstant, SQLITE_ERROR_APIConstant, or SQLITE_MISUSE_APIConstant","In the legacy interface, the return value will be either SQLITE_BUSY_APIConstant, SQLITE_DONE_APIConstant, SQLITE_ROW_APIConstant, SQLITE_ERROR_APIConstant, or SQLITE_MISUSE_APIConstant",sqlite
null,null,the lock cannot be obtained and SQLITE_BUSY_APIConstant is returned by sqlite3_wal_checkpoint_v2_APIName,the lock cannot be obtained and SQLITE_BUSY_APIConstant is returned by sqlite3_wal_checkpoint_v2_APIName,sqlite
null,null,"sqlite3_vtab_nochange_APIName returns true, during which the column value will not change","sqlite3_vtab_nochange_APIName returns true, during which the column value will not change",sqlite
null,null,"The only exception is that if SQLite is unable to allocate memory to hold the sqlite3 object, a NULL will be written into *ppDb instead of a pointer to the sqlite3 object.","The only exception is that if SQLite is unable to allocate memory to call sqlite3_str_new_APIName, a NULL will be written into *ppDb instead of a pointer to the sqlite3 object",sqlite
null,null,The value returned by sqlite3_column_type_APIName is only meaningful,The value returned by sqlite3_column_type_APIName is only meaningful,sqlite
null,null,NULL is returned by sqlite3_bind_parameter_name_APIName,NULL is returned by sqlite3_bind_parameter_name_APIName,sqlite
null,null,"On success, sqlite3_blob_read_APIName returns SQLITE_OK_APIConstant","On success, sqlite3_blob_read_APIName returns SQLITE_OK_APIConstant",sqlite
null,null,"On success, SQLITE_OK_APIConstant is returned by sqlite3_blob_open_APIName and the new BLOB handle is stored in ppBlob","On success, SQLITE_OK_APIConstant is returned by sqlite3_blob_open_APIName and the new BLOB handle is stored in ppBlob",sqlite
null,null,The sqlite3_aggregate_context_APIName routine returns a NULL pointer when first called if sqlite3_aggregate_context_APIParam_2 is less than or equal to zero or if a memory allocate error occurs,The sqlite3_aggregate_context_APIName routine returns a NULL pointer when first called if sqlite3_aggregate_context_APIParam_2 is less than or equal to zero or if a memory allocate error occurs,sqlite
null,null,"Otherwise, an error code or an extended error code is returned by sqlite3_blob_read_APIName","Otherwise, an error code or an extended error code is returned by sqlite3_blob_read_APIName",sqlite
null,null,"Otherwise, an error code or an extended error code is returned by sqlite3_blob_write_APIName","Otherwise, an error code or an extended error code is returned by sqlite3_blob_write_APIName",sqlite
null,null,"Within the xUpdate method of a virtual table, the sqlite3_value_nochange_APIName interface returns true if and only if the column corresponding to sqlite3_value_nochange_APIParam_1 is unchanged by the UPDATE operation that the xUpdate method call was invoked to implement and if and the prior xColumn method call that was invoked to extracted the value for that column returned without setting a result","Within the xUpdate method of a virtual table, the sqlite3_value_nochange_APIName interface returns true if and only if the column corresponding to sqlite3_value_nochange_APIParam_1 is unchanged by the UPDATE operation that the call sqlite3_vtab_on_conflict_APIName to implement and if and the prior xColumn method call that was invoked to extracted the value for that column returned without setting a result",sqlite
null,null,SQLITE_ERROR_APIConstant is returned by sqlite3_blob_read_APIName and no data is read,SQLITE_ERROR_APIConstant is returned by sqlite3_blob_read_APIName and no data is read,sqlite
null,null,Calls to sqlite3_blob_read_APIName and sqlite3_blob_write_APIName for an expired BLOB handle fail with a return code of SQLITE_ABORT_APIConstant,Calls to sqlite3_blob_read_APIName and sqlite3_blob_write_APIName for an expired BLOB handle fail with a return code of SQLITE_ABORT_APIConstant,sqlite
null,null,"All subsequent calls to sqlite3_blob_read_APIName, sqlite3_blob_write_APIName or sqlite3_blob_reopen_APIName on an aborted blob handle immediately return SQLITE_ABORT_APIConstant","All subsequent calls to sqlite3_blob_read_APIName, sqlite3_blob_write_APIName or sqlite3_blob_reopen_APIName on an aborted sqlite3_blob_reopen_APIParam_1 handle immediately return SQLITE_ABORT_APIConstant",sqlite
null,null,an SQLite error code is returned by sqlite3_blob_reopen_APIName and the blob handle is considered aborted,an SQLite error code is returned by sqlite3_blob_reopen_APIName and the call sqlite3_blob_close_APIName aborted,sqlite
null,null,Calling sqlite3_blob_bytes_APIName on an aborted blob handle always returns zero,Calling sqlite3_blob_bytes_APIName on an aborted sqlite3_blob_reopen_APIParam_1 handle always returns zero,sqlite
null,null,sqlite3_blob_write_APIName returns SQLITE_READ_APIConstantONLY,sqlite3_blob_write_APIName returns SQLITE_READ_APIConstantONLY,sqlite
null,null,it will return SQLITE_MISUSE_APIConstant,it will return SQLITE_MISUSE_APIConstant,sqlite
null,null,"After at least ""ms"" milliseconds of sleeping, the handler returns 0 which causes sqlite3_step_APIName to return SQLITE_BUSY_APIConstant","After at least ""ms"" sqlite3_busy_timeout_APIParam_2 of sleeping, the handler returns 0 which causes sqlite3_step_APIName to return SQLITE_BUSY_APIConstant",sqlite
null,null,SQLITE_ERROR_APIConstant is returned by sqlite3_blob_write_APIName and no data is written,SQLITE_ERROR_APIConstant is returned by sqlite3_blob_write_APIName and no data is written,sqlite
null,null,"The value returned by sqlite3_changes_APIName immediately after an INSERT, UPDATE or DELETE statement run on a view is always zero","The value returned by sqlite3_changes_APIName immediately after an INSERT, UPDATE or DELETE statement run on a view is always zero",sqlite
null,null,this routine returns a non-zero error code,this routine returns a non_zero error code,sqlite
null,null,"Otherwise, sqlite3_db_cacheflush_APIName returns SQLITE_OK_APIConstant","Otherwise, sqlite3_db_cacheflush_APIName returns SQLITE_OK_APIConstant",sqlite
null,null,sqlite3_db_mutex_APIName returns a NULL pointer,sqlite3_db_mutex_APIName returns a NULL pointer,sqlite
null,null,The sqlite3_str_finish_APIName interface will also return a NULL pointer,The sqlite3_str_finish_APIName interface will also return a NULL pointer,sqlite
null,null,sqlite3_compileoption_get_APIName returns a NULL pointer,sqlite3_compileoption_get_APIName returns a NULL pointer,sqlite
null,null,sqlite3_malloc_APIName returns a NULL pointer,sqlite3_malloc_APIName returns a NULL pointer,sqlite
null,null,the sqlite3_get_auxdata_APIName interface returns a NULL pointer,the sqlite3_get_auxdata_APIName interface returns a NULL pointer,sqlite
null,null,The sqlite3_mprintf_APIName and sqlite3_vmprintf_APIName routines return a NULL pointer ,The sqlite3_mprintf_APIName and sqlite3_vmprintf_APIName routines return a NULL pointer,sqlite
null,null,The sqlite3_db_status_APIName routine returns SQLITE_OK_APIConstant on success and a non-zero error code on failure,The sqlite3_db_status_APIName routine returns SQLITE_OK_APIConstant on success and a non_zero error code on failure,sqlite
null,null,The sqlite3_status_APIName and sqlite3_status64_APIName routines return SQLITE_OK_APIConstant on success and a non-zero error code on failure,The sqlite3_status_APIName and sqlite3_status64_APIName routines return SQLITE_OK_APIConstant on success and a non_zero error code on failure,sqlite
null,null,sqlite3_finalize_APIName returns the appropriate error code or extended error code,sqlite3_finalize_APIName returns the appropriate error code or extended error code,sqlite
null,null,An SQL operation that is interrupted will return SQLITE_INTERRUPT_APIConstant,An sqlite3_interrupt_APIParam_1 that is interrupted will return SQLITE_INTERRUPT_APIConstant,sqlite
null,null,the sqlite3_exec_APIName routine returns SQLITE_ABORT_APIConstant without invoking the callback again and without running any subsequent SQL statements,the sqlite3_exec_APIName routine returns SQLITE_ABORT_APIConstant without invoking the callback again and without running any subsequent SQL statements,sqlite
null,null,A call to sqlite3_serialize_APIName might return NULL,A call to sqlite3_serialize_APIName might return NULL,sqlite
null,null,The sqlite3_load_extension_APIName interface returns SQLITE_OK_APIConstant on success and SQLITE_ERROR_APIConstant if something goes wrong,The sqlite3_load_extension_APIName interface returns SQLITE_OK_APIConstant on success and SQLITE_ERROR_APIConstant if something goes wrong,sqlite
null,null,sqlite3_reset_APIName returns an appropriate error code,sqlite3_reset_APIName returns an appropriate error code,sqlite
null,null,the sqlite3_str_errcode_APIName method will return an appropriate error code,the sqlite3_str_errcode_APIName method will return an appropriate error code,sqlite
null,null,The sqlite3_release_memory_APIName routine is a no-op returning zero,The sqlite3_release_memory_APIName routine is a no_op returning zero,sqlite
null,null,sqlite3_snapshot_get_APIName may also return SQLITE_NOMEM_APIConstant,sqlite3_snapshot_get_APIName may also return SQLITE_NOMEM_APIConstant,sqlite
null,null,"Otherwise, this API returns a negative value if P1 refers to an older snapshot than P2, zero if the two handles refer to the same database snapshot, and a positive value if P1 is a newer snapshot than P2","Otherwise, this API returns a negative value if P1 refers to an older sqlite3_snapshot_cmp_APIParam_2 than P2, zero if the two handles refer to the same database snapshot, and a positive value if P1 is a newer sqlite3_snapshot_cmp_APIParam_2 than P2",sqlite
null,null,"no memory allocations are made, and the sqlite3_serialize_APIName function will return a pointer to the contiguous memory representation of the database that SQLite is currently using for that database, or NULL if the no such contiguous memory representation of the database exists","no memory allocations are made, and the sqlite3_serialize_APIName function will return a sqlite3_serialize_APIParam_3 to the contiguous memory representation of the sqlite3_serialize_APIParam_1 that SQLite is currently using for that database, or NULL if the no such contiguous memory representation of the sqlite3_serialize_APIParam_1 exists",sqlite
null,null,Failure to reset the prepared statement using sqlite3_reset_APIName would result in an SQLITE_MISUSE_APIConstant return from sqlite3_step_APIName,Failure to reset the prepared sqlite3_step_APIParam_1 using sqlite3_reset_APIName would result in an SQLITE_MISUSE_APIConstant return from sqlite3_step_APIName,sqlite
null,null,"In the ""v2"" interface, the more specific error code is returned directly by sqlite3_step_APIName","In the ""v2"" interface, the more specific error code is returned directly by sqlite3_step_APIName",sqlite
null,null,The sqlite3_snapshot_open_APIName interface returns SQLITE_OK_APIConstant on success or an appropriate error code if it fails,The sqlite3_snapshot_open_APIName interface returns SQLITE_OK_APIConstant on success or an appropriate error code if it fails,sqlite
null,null,"But , sqlite3_stmt_readonly_APIName would still return true","But , sqlite3_stmt_readonly_APIName would still return true",sqlite
null,null,"In the legacy interface, the sqlite3_step_APIName API always returns a generic error code, SQLITE_ERROR_APIConstant, following any error other than SQLITE_BUSY_APIConstant and SQLITE_MISUSE_APIConstant","In the legacy interface, the sqlite3_step_APIName API always returns a generic error code, SQLITE_ERROR_APIConstant, following any error other than SQLITE_BUSY_APIConstant and SQLITE_MISUSE_APIConstant",sqlite
null,null,"The sqlite3_stmt_readonly_APIName interface returns true for BEGIN , but the BEGIN IMMEDIATE and BEGIN EXCLUSIVE commands do touch the database and so sqlite3_stmt_readonly_APIName returns false for those commands","The sqlite3_stmt_readonly_APIName interface returns true for BEGIN , but the BEGIN IMMEDIATE and BEGIN EXCLUSIVE commands do touch the database and so sqlite3_stmt_readonly_APIName returns false for those commands",sqlite
null,null,"Transaction control statements such as BEGIN , COMMIT , ROLLBACK , SAVEPOINT , and RELEASE cause sqlite3_stmt_readonly_APIName to return true","sqlite3_stmt_readonly_APIParam_1 such as BEGIN , COMMIT , ROLLBACK , SAVEPOINT , and RELEASE cause sqlite3_stmt_readonly_APIName to return true",sqlite
null,null,The sqlite3_str_finish_APIName interface may return a NULL pointer if any errors were encountered during construction of the string,The sqlite3_str_finish_APIName interface may return a NULL pointer if any errors were encountered during sqlite3_str_finish_APIParam_1 of the sqlite3_str_finish_APIParam_0,sqlite
