pcap_setfilter_APIName is used to specify a filter program,null,pcap_setfilter_APIName is used to specify a filter program.,"pcap_setfilter_APIName is used to specify a filter program. pcap_setfilter_APIParam_2 is a pointer to a bpf_program struct, usually the result of a call to pcap_compile(3PCAP"
pcap_setfilter_APIName returns 0 on success and PCAP_ERROR on failure,null,pcap_setfilter_APIName returns 0 on success and PCAP_ERROR on failure.,"pcap_setfilter_APIName returns 0 on success and PCAP_ERROR on failure. If PCAP_ERROR be returned by pcap_setfilter_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_setfilter_APIParam_1 as an argument to fetch or display the error text"
"pcap_offline_filter_APIParam_2 points to the pcap_pkthdr structure for the packet , and pcap_offline_filter_APIParam_3 points to the data in the packet",null,"pcap_offline_filter_APIParam_2 points to the pcap_pkthdr structure for the packet, and pcap_offline_filter_APIParam_3 points to the data in the packet","pcap_offline_filter_APIName checks whether a filter matches a packet. pcap_offline_filter_APIParam_1 is a pointer to a bpf_program struct, usually the result of a call to pcap_compile_APIName. pcap_offline_filter_APIParam_2 points to the pcap_pkthdr structure for the packet, and pcap_offline_filter_APIParam_3 points to the data in the packet"
linktype specifies the link-layer type for the pcap_t,null,linktype specifies the link-layer type for the pcap_t,linktype specifies the link-layer type for the pcap_t
snaplen specifies the snapshot length for the pcap_t,null,snaplen specifies the snapshot length for the pcap_t,snaplen specifies the snapshot length for the pcap_t
"If PCAP_ERROR be returned by pcap_setfilter_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_setfilter_APIParam_1 as an argument to fetch or display the error text",null,"If PCAP_ERROR be returned by pcap_setfilter_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_setfilter_APIParam_1 as an argument to fetch or display the error text","pcap_setfilter_APIName returns 0 on success and PCAP_ERROR on failure. If PCAP_ERROR be returned by pcap_setfilter_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_setfilter_APIParam_1 as an argument to fetch or display the error text"
any packets to read,if the packet buffer timeout has expired,"Note that a device on which a read can be done without blocking may, on some platforms, not have any packets to read if the packet buffer timeout has expired.","Note that a device on which a read can be done without blocking may, on some platforms, not have any packets to read if the packet buffer timeout has expired. A call to pcap_dispatch_APIName or pcap_next_ex_APIName will return 0 in this case, but will not block"
the buffer size that will be used on a capture handle,"when the handle is activated to pcap_set_buffer_size_APIParam_2 , which is in units of bytes","pcap_set_buffer_size_APIName sets the buffer size that will be used on a capture handle when the handle is activated to pcap_set_buffer_size_APIParam_2, which is in units of bytes","pcap_set_buffer_size_APIName sets the buffer size that will be used on a capture handle when the handle is activated to pcap_set_buffer_size_APIParam_2, which is in units of bytes"
"Note that a device on which a read can be done without blocking may , on some platforms , not have",null,"Note that a device on which a read can be done without blocking may, on some platforms, not have any packets to read if the packet buffer timeout has expired.","Note that a device on which a read can be done without blocking may, on some platforms, not have any packets to read if the packet buffer timeout has expired. A call to pcap_dispatch_APIName or pcap_next_ex_APIName will return 0 in this case, but will not block"
pcap_set_buffer_size_APIName sets,null,"pcap_set_buffer_size_APIName sets the buffer size that will be used on a capture handle when the handle is activated to pcap_set_buffer_size_APIParam_2, which is in units of bytes","pcap_set_buffer_size_APIName sets the buffer size that will be used on a capture handle when the handle is activated to pcap_set_buffer_size_APIParam_2, which is in units of bytes"
pcap_setdirection_APIName is used to specify a direction that packets will be captured,null,pcap_setdirection_APIName is used to specify a direction that packets will be captured.,"pcap_setdirection_APIName is used to specify a direction that packets will be captured. pcap_setdirection_APIParam_2 is one of the constants PCAP_D_IN, PCAP_D_OUT or PCAP_D_INOUT. PCAP_D_IN will only capture packets received by the device, PCAP_D_OUT will only capture packets sent by the device and PCAP_D_INOUT will capture packets received by or sent by the device. PCAP_D_INOUT is the default setting if pcap_setdirection_APIName is not called"
Its value does not affect pcap_compile -LRB- 3PCAP,null,Its value does not affect pcap_compile(3PCAP,"When pcap_open_dead_with_tstamp_precision_APIName, is used to create a pcap_t for use with pcap_dump_open_APIName, precision specifies the time stamp precision for packets; PCAP_TSTAMP_PRECISION_MICRO should be specified if the packets to be written have time stamps in seconds and microseconds, and PCAP_TSTAMP_PRECISION_NANO should be specified if the packets to be written have time stamps in seconds and nanoseconds. Its value does not affect pcap_compile(3PCAP"
-LRB- That workaround will not work in FreeBSD 4.3 and later,null,"-LRB- That workaround will not work in FreeBSD 4.3 and later ; however , in FreeBSD 4.6 and later , those calls work correctly on BPF devices , so the workaround is not necessary , ","select_APIName, poll_APIName, and kevent_APIName do not work correctly on BPF devices; pcap_get_selectable_fd_APIName will return a file descriptor on most of those versions (the exceptions being FreeBSD 4.3 and 4.4), but a simple select_APIName, poll_APIName, or kevent_APIName call will not indicate that the descriptor is readable until a full buffer worth of packets is received, even if the packet timeout expires before then. To work around this, code that uses those calls to wait for packets to arrive must put the pcap_t in non-blocking mode, and must arrange that the call have a timeout less than or equal to the packet buffer timeout, and must try to read packets after that timeout expires, regardless of whether the call indicated that the file descriptor for the pcap_t is ready to be read or not. (That workaround will not work in FreeBSD 4.3 and later; however, in FreeBSD 4.6 and later, those calls work correctly on BPF devices, so the workaround is not necessary, although it does no harm"
This will be zero,if the packet does not match the filter and non-zero if the packet matches the filter,This will be zero if the packet does not match the filter and non-zero if the packet matches the filter,pcap_offline_filter_APIName returns the return value of the filter program. This will be zero if the packet does not match the filter and non-zero if the packet matches the filter
"pcap_setdirection_APIParam_2 is one of the constants PCAP_D_IN , PCAP_D_OUT or PCAP_D_INOUT",null,"pcap_setdirection_APIParam_2 is one of the constants PCAP_D_IN, PCAP_D_OUT or PCAP_D_INOUT.","pcap_setdirection_APIName is used to specify a direction that packets will be captured. pcap_setdirection_APIParam_2 is one of the constants PCAP_D_IN, PCAP_D_OUT or PCAP_D_INOUT. PCAP_D_IN will only capture packets received by the device, PCAP_D_OUT will only capture packets sent by the device and PCAP_D_INOUT will capture packets received by or sent by the device. PCAP_D_INOUT is the default setting if pcap_setdirection_APIName is not called"
pcap_setdirection_APIName returns 0 on success and PCAP_ERROR on failure,null,pcap_setdirection_APIName returns 0 on success and PCAP_ERROR on failure.,"pcap_setdirection_APIName returns 0 on success and PCAP_ERROR on failure. If PCAP_ERROR be returned by pcap_setdirection_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_setdirection_APIParam_1 as an argument to fetch or display the error text"
"however , in FreeBSD 4.6 and later , those calls work correctly on BPF devices , so the workaround is not necessary",null,"-LRB- That workaround will not work in FreeBSD 4.3 and later ; however , in FreeBSD 4.6 and later , those calls work correctly on BPF devices , so the workaround is not necessary , ","select_APIName, poll_APIName, and kevent_APIName do not work correctly on BPF devices; pcap_get_selectable_fd_APIName will return a file descriptor on most of those versions (the exceptions being FreeBSD 4.3 and 4.4), but a simple select_APIName, poll_APIName, or kevent_APIName call will not indicate that the descriptor is readable until a full buffer worth of packets is received, even if the packet timeout expires before then. To work around this, code that uses those calls to wait for packets to arrive must put the pcap_t in non-blocking mode, and must arrange that the call have a timeout less than or equal to the packet buffer timeout, and must try to read packets after that timeout expires, regardless of whether the call indicated that the file descriptor for the pcap_t is ready to be read or not. (That workaround will not work in FreeBSD 4.3 and later; however, in FreeBSD 4.6 and later, those calls work correctly on BPF devices, so the workaround is not necessary, although it does no harm"
pcap_statustostr_APIName converts a PCAP_ERROR_ or PCAP_WARNING_ value returned by a libpcap routine to an pcap_statustostr_APIParam_1 string,null,pcap_statustostr_APIName converts a PCAP_ERROR_ or PCAP_WARNING_ value returned by a libpcap routine to an pcap_statustostr_APIParam_1 string,pcap_statustostr_APIName converts a PCAP_ERROR_ or PCAP_WARNING_ value returned by a libpcap routine to an pcap_statustostr_APIParam_1 string
using libpcap for compiling BPF code,when just,"It is typically used when just using libpcap for compiling BPF code; it can also be used if using pcap_dump_open_APIName, pcap_dump_APIName, and pcap_dump_close_APIName to write a savefile if there is no pcap_t that supplies the packets to be written","pcap_open_dead_APIName and pcap_open_dead_with_tstamp_precision_APIName are used for creating a pcap_t structure to use when calling the other functions in libpcap. It is typically used when just using libpcap for compiling BPF code; it can also be used if using pcap_dump_open_APIName, pcap_dump_APIName, and pcap_dump_close_APIName to write a savefile if there is no pcap_t that supplies the packets to be written"
It is typically used,null,"It is typically used when just using libpcap for compiling BPF code; it can also be used if using pcap_dump_open_APIName, pcap_dump_APIName, and pcap_dump_close_APIName to write a savefile if there is no pcap_t that supplies the packets to be written","pcap_open_dead_APIName and pcap_open_dead_with_tstamp_precision_APIName are used for creating a pcap_t structure to use when calling the other functions in libpcap. It is typically used when just using libpcap for compiling BPF code; it can also be used if using pcap_dump_open_APIName, pcap_dump_APIName, and pcap_dump_close_APIName to write a savefile if there is no pcap_t that supplies the packets to be written"
creating a pcap_t structure to use,when calling the other functions in libpcap,pcap_open_dead_APIName and pcap_open_dead_with_tstamp_precision_APIName are used for creating a pcap_t structure to use when calling the other functions in libpcap.,"pcap_open_dead_APIName and pcap_open_dead_with_tstamp_precision_APIName are used for creating a pcap_t structure to use when calling the other functions in libpcap. It is typically used when just using libpcap for compiling BPF code; it can also be used if using pcap_dump_open_APIName, pcap_dump_APIName, and pcap_dump_close_APIName to write a savefile if there is no pcap_t that supplies the packets to be written"
pcap_open_dead_APIName and pcap_open_dead_with_tstamp_precision_APIName are used for,null,pcap_open_dead_APIName and pcap_open_dead_with_tstamp_precision_APIName are used for creating a pcap_t structure to use when calling the other functions in libpcap.,"pcap_open_dead_APIName and pcap_open_dead_with_tstamp_precision_APIName are used for creating a pcap_t structure to use when calling the other functions in libpcap. It is typically used when just using libpcap for compiling BPF code; it can also be used if using pcap_dump_open_APIName, pcap_dump_APIName, and pcap_dump_close_APIName to write a savefile if there is no pcap_t that supplies the packets to be written"
"pcap_get_selectable_fd_APIName returns, on UNIX, a file descriptor number for a file descriptor on which one can do a select_APIName, poll_APIName, epoll_wait_APIName, kevent_APIName, or other such call to wait for it to be possible to read packets without blocking, if such a descriptor exists, or PCAP_ERROR, if no such descriptor exists",null,"pcap_get_selectable_fd_APIName returns, on UNIX, a file descriptor number for a file descriptor on which one can do a select_APIName, poll_APIName, epoll_wait_APIName, kevent_APIName, or other such call to wait for it to be possible to read packets without blocking, if such a descriptor exists, or PCAP_ERROR, if no such descriptor exists","pcap_get_selectable_fd_APIName returns, on UNIX, a file descriptor number for a file descriptor on which one can do a select_APIName, poll_APIName, epoll_wait_APIName, kevent_APIName, or other such call to wait for it to be possible to read packets without blocking, if such a descriptor exists, or PCAP_ERROR, if no such descriptor exists"
pcap_setdirection_APIName is not necessarily fully supported on all platforms,null,"pcap_setdirection_APIName is not necessarily fully supported on all platforms; some platforms might return an error for all values, and some other platforms might not support PCAP_D_OUT","pcap_setdirection_APIName is not necessarily fully supported on all platforms; some platforms might return an error for all values, and some other platforms might not support PCAP_D_OUT"
"some platforms might return an error for all values, and some other platforms might not support PCAP_D_OUT",null,"pcap_setdirection_APIName is not necessarily fully supported on all platforms; some platforms might return an error for all values, and some other platforms might not support PCAP_D_OUT","pcap_setdirection_APIName is not necessarily fully supported on all platforms; some platforms might return an error for all values, and some other platforms might not support PCAP_D_OUT"
PCAP_ERROR be returned by pcap_dump_ftell_APIName on error,null,PCAP_ERROR be returned by pcap_dump_ftell_APIName on error.,"pcap_dump_ftell_APIName returns the current file position for the savefile, representing the number of bytes written by pcap_dump_open_APIName and pcap_dump_APIName. PCAP_ERROR be returned by pcap_dump_ftell_APIName on error. If the current file position does not fit in a long, it will be truncated; this can happen on 32-bit UNIX-like systems with large file support and on Windows. pcap_dump_ftell64_APIName returns the current file position in a int64_t, so if file offsets that do not fit in a long but that fit in a int64_t are supported, this will return the file offset without truncation. PCAP_ERROR be returned by pcap_dump_ftell_APIName on error"
PCAP_D_INOUT is the default setting,if pcap_setdirection_APIName is not called,PCAP_D_INOUT is the default setting if pcap_setdirection_APIName is not called,"pcap_setdirection_APIName is used to specify a direction that packets will be captured. pcap_setdirection_APIParam_2 is one of the constants PCAP_D_IN, PCAP_D_OUT or PCAP_D_INOUT. PCAP_D_IN will only capture packets received by the device, PCAP_D_OUT will only capture packets sent by the device and PCAP_D_INOUT will capture packets received by or sent by the device. PCAP_D_INOUT is the default setting if pcap_setdirection_APIName is not called"
"If PCAP_ERROR be returned by pcap_setdirection_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_setdirection_APIParam_1 as an argument to fetch or display the error text",null,"If PCAP_ERROR be returned by pcap_setdirection_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_setdirection_APIParam_1 as an argument to fetch or display the error text","pcap_setdirection_APIName returns 0 on success and PCAP_ERROR on failure. If PCAP_ERROR be returned by pcap_setdirection_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_setdirection_APIParam_1 as an argument to fetch or display the error text"
This operation is not supported,if a savefile is being read,This operation is not supported if a savefile is being read,This operation is not supported if a savefile is being read
"pcap_dump_ftell_APIName returns the current file position for the savefile, representing the number of bytes written by pcap_dump_open_APIName and pcap_dump_APIName",null,"pcap_dump_ftell_APIName returns the current file position for the savefile, representing the number of bytes written by pcap_dump_open_APIName and pcap_dump_APIName.","pcap_dump_ftell_APIName returns the current file position for the savefile, representing the number of bytes written by pcap_dump_open_APIName and pcap_dump_APIName. PCAP_ERROR be returned by pcap_dump_ftell_APIName on error. If the current file position does not fit in a long, it will be truncated; this can happen on 32-bit UNIX-like systems with large file support and on Windows. pcap_dump_ftell64_APIName returns the current file position in a int64_t, so if file offsets that do not fit in a long but that fit in a int64_t are supported, this will return the file offset without truncation. PCAP_ERROR be returned by pcap_dump_ftell_APIName on error"
PCAP_ERROR be returned by pcap_dump_ftell_APIName on error,null,PCAP_ERROR be returned by pcap_dump_ftell_APIName on error,"pcap_dump_ftell_APIName returns the current file position for the savefile, representing the number of bytes written by pcap_dump_open_APIName and pcap_dump_APIName. PCAP_ERROR be returned by pcap_dump_ftell_APIName on error. If the current file position does not fit in a long, it will be truncated; this can happen on 32-bit UNIX-like systems with large file support and on Windows. pcap_dump_ftell64_APIName returns the current file position in a int64_t, so if file offsets that do not fit in a long but that fit in a int64_t are supported, this will return the file offset without truncation. PCAP_ERROR be returned by pcap_dump_ftell_APIName on error"
"PCAP_D_IN will only capture packets received by the device , PCAP_D_OUT will only capture packets sent by the device and PCAP_D_INOUT will capture packets received by or sent by the device",null,"PCAP_D_IN will only capture packets received by the device, PCAP_D_OUT will only capture packets sent by the device and PCAP_D_INOUT will capture packets received by or sent by the device.","pcap_setdirection_APIName is used to specify a direction that packets will be captured. pcap_setdirection_APIParam_2 is one of the constants PCAP_D_IN, PCAP_D_OUT or PCAP_D_INOUT. PCAP_D_IN will only capture packets received by the device, PCAP_D_OUT will only capture packets sent by the device and PCAP_D_INOUT will capture packets received by or sent by the device. PCAP_D_INOUT is the default setting if pcap_setdirection_APIName is not called"
The translation is case-insensitive,null,The translation is case-insensitive,"pcap_datalink_name_to_val_APIName translates a link-layer header type pcap_datalink_name_to_val_APIParam_1, which is a DLT_ pcap_datalink_name_to_val_APIParam_1 with the DLT_ removed, to the corresponding link-layer header type value. The translation is case-insensitive"
"In that case , those calls must be given a timeout less than or equal to the timeout returned by pcap_get_required_select_timeout_APIName for the device  , the device must be put in non-blocking mode with a call to pcap_setnonblock_APIName , and an attempt must always be made to read packets from the device when the call returns",null,"In that case , those calls must be given a timeout less than or equal to the timeout returned by pcap_get_required_select_timeout_APIName for the device  , the device must be put in non-blocking mode with a call to pcap_setnonblock_APIName , and an attempt must always be made to read packets from the device when the call returns .","Some network devices opened with pcap_create_APIName and pcap_activate_APIName, or with pcap_open_live_APIName, do not support those calls (for example, regular network devices on FreeBSD 4.3 and 4.4, and Endace DAG devices), so PCAP_ERROR be returned by pcap_get_selectable_fd_APIName for those devices. In that case, those calls must be given a timeout less than or equal to the timeout returned by pcap_get_required_select_timeout_APIName for the device for which pcap_get_selectable_fd_APIName returned PCAP_ERROR, the device must be put in non-blocking mode with a call to pcap_setnonblock_APIName, and an attempt must always be made to read packets from the device when the call returns. If pcap_get_required_select_timeout_APIName returns NULL, it is not possible to wait for packets to arrive on the device in an event loop"
pcap_datalink_name_to_val_APIName returns the type value on success and PCAP_ERROR if the pcap_datalink_name_to_val_APIParam_1 is not a known type name,null,pcap_datalink_name_to_val_APIName returns the type value on success and PCAP_ERROR if the pcap_datalink_name_to_val_APIParam_1 is not a known type name,pcap_datalink_name_to_val_APIName returns the type value on success and PCAP_ERROR if the pcap_datalink_name_to_val_APIParam_1 is not a known type name
it can also be used,"if using pcap_dump_open_APIName , pcap_dump_APIName , and pcap_dump_close_APIName to write a savefile if there is no pcap_t that supplies the packets to be written","It is typically used when just using libpcap for compiling BPF code; it can also be used if using pcap_dump_open_APIName, pcap_dump_APIName, and pcap_dump_close_APIName to write a savefile if there is no pcap_t that supplies the packets to be written","pcap_open_dead_APIName and pcap_open_dead_with_tstamp_precision_APIName are used for creating a pcap_t structure to use when calling the other functions in libpcap. It is typically used when just using libpcap for compiling BPF code; it can also be used if using pcap_dump_open_APIName, pcap_dump_APIName, and pcap_dump_close_APIName to write a savefile if there is no pcap_t that supplies the packets to be written"
"Two time stamp precisions are supported , microseconds and nanoseconds",null,"Two time stamp precisions are supported, microseconds and nanoseconds.","pcap_set_tstamp_precision_APIName sets the precision of the time stamp desired for packets captured on the pcap descriptor to the type specified by pcap_set_tstamp_precision_APIParam_2. It must be called on a pcap descriptor created by pcap_create_APIName that has not yet been activated by pcap_activate_APIName. Two time stamp precisions are supported, microseconds and nanoseconds. One can use options PCAP_TSTAMP_PRECISION_MICRO and PCAP_TSTAMP_PRECISION_NANO to request desired precision. By default, time stamps are in microseconds"
One can use options PCAP_TSTAMP_PRECISION_MICRO and PCAP_TSTAMP_PRECISION_NANO to request desired precision,null,One can use options PCAP_TSTAMP_PRECISION_MICRO and PCAP_TSTAMP_PRECISION_NANO to request desired precision.,"pcap_set_tstamp_precision_APIName sets the precision of the time stamp desired for packets captured on the pcap descriptor to the type specified by pcap_set_tstamp_precision_APIParam_2. It must be called on a pcap descriptor created by pcap_create_APIName that has not yet been activated by pcap_activate_APIName. Two time stamp precisions are supported, microseconds and nanoseconds. One can use options PCAP_TSTAMP_PRECISION_MICRO and PCAP_TSTAMP_PRECISION_NANO to request desired precision. By default, time stamps are in microseconds"
It must be called on a pcap descriptor created by pcap_create_APIName that has not yet been activated by pcap_activate_APIName,null,It must be called on a pcap descriptor created by pcap_create_APIName that has not yet been activated by pcap_activate_APIName.,"pcap_set_tstamp_precision_APIName sets the precision of the time stamp desired for packets captured on the pcap descriptor to the type specified by pcap_set_tstamp_precision_APIParam_2. It must be called on a pcap descriptor created by pcap_create_APIName that has not yet been activated by pcap_activate_APIName. Two time stamp precisions are supported, microseconds and nanoseconds. One can use options PCAP_TSTAMP_PRECISION_MICRO and PCAP_TSTAMP_PRECISION_NANO to request desired precision. By default, time stamps are in microseconds"
"By default , time stamps are in microseconds",null,"By default, time stamps are in microseconds","pcap_set_tstamp_precision_APIName sets the precision of the time stamp desired for packets captured on the pcap descriptor to the type specified by pcap_set_tstamp_precision_APIParam_2. It must be called on a pcap descriptor created by pcap_create_APIName that has not yet been activated by pcap_activate_APIName. Two time stamp precisions are supported, microseconds and nanoseconds. One can use options PCAP_TSTAMP_PRECISION_MICRO and PCAP_TSTAMP_PRECISION_NANO to request desired precision. By default, time stamps are in microseconds"
it will be truncated,If the current file position does not fit in a long,"If the current file position does not fit in a long, it will be truncated; this can happen on 32-bit UNIX-like systems with large file support and on Windows.","pcap_dump_ftell_APIName returns the current file position for the savefile, representing the number of bytes written by pcap_dump_open_APIName and pcap_dump_APIName. PCAP_ERROR be returned by pcap_dump_ftell_APIName on error. If the current file position does not fit in a long, it will be truncated; this can happen on 32-bit UNIX-like systems with large file support and on Windows. pcap_dump_ftell64_APIName returns the current file position in a int64_t, so if file offsets that do not fit in a long but that fit in a int64_t are supported, this will return the file offset without truncation. PCAP_ERROR be returned by pcap_dump_ftell_APIName on error"
"pcap_datalink_name_to_val_APIName translates a link-layer header type pcap_datalink_name_to_val_APIParam_1 , which is a DLT _ pcap_datalink_name_to_val_APIParam_1 with the DLT _ removed , to the corresponding link-layer header type value",null,"pcap_datalink_name_to_val_APIName translates a link-layer header type pcap_datalink_name_to_val_APIParam_1, which is a DLT_ pcap_datalink_name_to_val_APIParam_1 with the DLT_ removed, to the corresponding link-layer header type value.","pcap_datalink_name_to_val_APIName translates a link-layer header type pcap_datalink_name_to_val_APIParam_1, which is a DLT_ pcap_datalink_name_to_val_APIParam_1 with the DLT_ removed, to the corresponding link-layer header type value. The translation is case-insensitive"
"pcap_dump_ftell64_APIName returns the current file position in a int64_t, so if file offsets that do not fit in a long but that fit in a int64_t are supported, this will return the file offset without truncation",null,"pcap_dump_ftell64_APIName returns the current file position in a int64_t, so if file offsets that do not fit in a long but that fit in a int64_t are supported, this will return the file offset without truncation.","pcap_dump_ftell_APIName returns the current file position for the savefile, representing the number of bytes written by pcap_dump_open_APIName and pcap_dump_APIName. PCAP_ERROR be returned by pcap_dump_ftell_APIName on error. If the current file position does not fit in a long, it will be truncated; this can happen on 32-bit UNIX-like systems with large file support and on Windows. pcap_dump_ftell64_APIName returns the current file position in a int64_t, so if file offsets that do not fit in a long but that fit in a int64_t are supported, this will return the file offset without truncation. PCAP_ERROR be returned by pcap_dump_ftell_APIName on error"
